,City,Country,Lat,Lon,MaxTemp,MinTemp,Humidity,Cloudniness,Wind Speed,Current Description
1373,Praia,CV,14.9215,-23.5087,79.34,79.34,73,20,12.66,few clouds
1374,Narsaq,GL,60.9167,-46.05,48.42,48.42,84,12,2.48,few clouds
1375,Oussouye,SN,12.485,-16.5469,82.49,78.98,84,100,5.88,light rain
1376,Paraibano,BR,-6.4331,-43.9836,73.13,73.13,56,5,2.33,clear sky
1377,Vadsø,NO,70.0744,29.7487,54.48,53.76,71,75,18.41,broken clouds
1378,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
1379,Hobyo,SO,5.3505,48.5268,75.72,75.72,74,66,20.62,broken clouds
1380,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1381,Poum,NC,-20.2333,164.0167,71.33,71.33,57,10,6.38,clear sky
1382,San Quintín,MX,30.4833,-115.95,75.0,75.0,76,98,12.53,overcast clouds
1383,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
1384,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1385,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
1386,Ust-Tsilma,RU,65.441,52.1498,58.89,58.89,95,100,10.58,light rain
1387,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
1388,Florianópolis,BR,-27.6146,-48.5012,58.69,57.63,90,75,1.14,broken clouds
1389,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1390,Araquari,BR,-26.3703,-48.7211,58.93,58.93,100,75,2.3,broken clouds
1391,Sobolevo,RU,54.4299,31.8996,55.62,55.62,75,0,5.91,clear sky
1392,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1393,Bentiu,SS,9.2333,29.8333,70.2,70.2,97,100,3.6,overcast clouds
1394,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
1395,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1397,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
1398,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1399,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
1400,Lumphat,KH,13.4878,106.9816,76.08,76.08,93,73,3.36,broken clouds
1401,Harper,LR,4.375,-7.7169,75.51,75.51,79,100,9.44,overcast clouds
1402,Tuktoyaktuk,CA,69.4541,-133.0374,53.6,53.6,82,75,12.66,broken clouds
1403,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1404,Pacifica,US,37.6138,-122.4869,79.14,63.1,76,40,26.46,scattered clouds
1405,East London,ZA,-33.0153,27.9116,63.43,63.43,47,44,4.41,scattered clouds
1406,Atar,MR,20.5169,-13.0499,95.34,95.34,35,88,8.77,overcast clouds
1407,East London,ZA,-33.0153,27.9116,63.43,63.43,47,44,4.41,scattered clouds
1408,Ancud,CL,-41.8697,-73.8203,48.85,48.85,92,100,21.43,moderate rain
1409,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1410,Castro,BR,-24.7911,-50.0119,45.16,45.16,95,0,4.07,clear sky
1411,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1412,Bassano,CA,50.7834,-112.4685,88.83,82.89,34,1,11.61,clear sky
1413,Port Hardy,CA,50.6996,-127.4199,68.18,59.0,73,40,11.5,scattered clouds
1414,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1415,Turukhansk,RU,65.8167,87.9833,51.01,51.01,62,100,5.21,overcast clouds
1417,Katsuura,JP,35.1333,140.3,86.02,86.02,76,6,20.74,clear sky
1418,Severo-Kuril'sk,RU,50.6789,156.125,57.24,57.24,95,100,10.89,overcast clouds
1419,Egvekinot,RU,66.3167,-179.1667,50.95,50.95,81,100,4.92,overcast clouds
1421,High Prairie,CA,55.4334,-116.4858,72.03,72.03,51,96,8.99,overcast clouds
1422,Gamba,GA,-2.65,10.0,69.46,69.46,90,100,3.11,overcast clouds
1423,Kavieng,PG,-2.5744,150.7967,83.32,83.32,71,100,12.28,light rain
1424,Ürümqi,CN,43.801,87.6005,72.55,72.55,60,0,4.47,clear sky
1425,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
1426,Inhambane,MZ,-23.865,35.3833,67.19,67.19,79,0,7.47,clear sky
1427,Los Llanos de Aridane,ES,28.6585,-17.9182,69.55,67.12,91,0,14.97,clear sky
1428,Saskylakh,RU,71.9167,114.0833,45.14,45.14,61,100,8.55,overcast clouds
1429,Sambava,MG,-14.2667,50.1667,68.34,68.34,82,99,12.55,light rain
1430,Husavik,IS,66.0449,-17.3389,48.4,48.4,78,86,4.99,overcast clouds
1431,Traralgon,AU,-38.1833,146.5333,59.43,59.43,50,98,3.69,overcast clouds
1433,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1434,Wanning,CN,18.8003,110.3967,82.69,82.69,85,100,6.64,light rain
1435,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1436,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
1437,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1438,Xining,CN,36.6167,101.7667,69.49,69.49,79,100,0.58,overcast clouds
1440,Jamestown,US,42.097,-79.2353,71.19,64.94,64,0,6.91,clear sky
1442,Nantucket,US,41.2835,-70.0995,70.02,66.15,69,75,3.44,broken clouds
1443,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1444,Miles City,US,46.4083,-105.8406,92.37,92.37,31,0,13.8,clear sky
1445,Faanui,PF,-16.4833,-151.75,79.14,79.14,71,5,14.36,clear sky
1446,Nemuro,JP,43.3236,145.575,66.45,66.45,99,100,19.1,light rain
1447,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1448,Saint-Pierre,RE,-21.3393,55.4781,67.91,61.18,66,0,6.91,clear sky
1449,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
1450,Luanda,AO,-8.8368,13.2343,68.68,68.68,83,100,2.15,overcast clouds
1451,Hamilton,US,39.1834,-84.5333,77.77,70.25,92,100,6.91,thunderstorm
1452,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
1453,Shenzhen,CN,22.5455,114.0683,82.26,78.75,94,60,5.08,broken clouds
1454,Broken Hill,AU,-31.95,141.4333,57.85,57.85,48,13,20.22,few clouds
1455,Antofagasta,CL,-23.65,-70.4,56.48,56.48,82,17,3.29,few clouds
1457,Bethanien,NA,-26.502,17.1583,53.49,53.49,16,0,5.06,clear sky
1458,Norman Wells,CA,65.282,-126.8329,73.44,73.44,27,20,4.61,few clouds
1459,Narsaq,GL,60.9167,-46.05,48.42,48.42,84,12,2.48,few clouds
1460,Shenjiamen,CN,29.9576,122.298,83.62,83.62,83,100,15.12,overcast clouds
1461,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
1463,La Reforma,MX,18.1,-91.0167,75.22,75.22,94,100,0.67,overcast clouds
1464,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1465,Launceston,AU,-41.45,147.1667,51.44,47.61,89,100,4.61,light rain
1466,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1467,Iqaluit,CA,63.7506,-68.5145,49.73,49.73,71,20,9.22,few clouds
1468,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
1469,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
1470,Nueva Concepción,GT,14.2,-91.3,77.81,77.81,87,100,4.38,overcast clouds
1471,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1472,Hervey Bay,AU,-25.2986,152.8535,65.01,65.01,89,100,8.01,overcast clouds
1473,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1474,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1476,Albany,US,42.6001,-73.9662,74.44,68.23,53,2,8.32,clear sky
1477,Pundaguitan,PH,6.3711,126.1689,82.87,82.87,72,6,5.68,clear sky
1479,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1480,Port Lincoln,AU,-34.7333,135.8667,56.86,56.86,71,34,19.35,scattered clouds
1481,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
1482,Virginia Beach,US,36.8529,-75.978,78.82,71.65,95,75,5.75,broken clouds
1483,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
1484,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1485,Bubaque,GW,11.2833,-15.8333,80.06,80.06,80,100,14.74,light rain
1486,Albany,US,42.6001,-73.9662,74.44,68.23,53,2,8.32,clear sky
1487,Fengzhen,CN,40.4394,113.1536,78.44,78.44,50,80,5.28,broken clouds
1488,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
1489,Skjervøy,NO,70.0311,20.9714,51.8,51.8,81,100,39.06,overcast clouds
1491,Wanxian,CN,30.8039,108.3897,90.32,90.32,64,4,1.86,clear sky
1493,Port Lincoln,AU,-34.7333,135.8667,56.86,56.86,71,34,19.35,scattered clouds
1494,Leningradskiy,RU,69.3833,178.4167,48.78,48.78,76,100,3.83,overcast clouds
1495,Itupiranga,BR,-5.1347,-49.3267,77.32,77.32,60,11,0.81,few clouds
1496,Chabahar,IR,25.2919,60.643,83.97,83.97,82,100,3.98,overcast clouds
1497,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1498,George Town,MY,5.4112,100.3354,83.89,79.95,91,20,2.3,few clouds
1499,Butaritari,KI,3.0707,172.7902,82.09,82.09,75,27,13.2,scattered clouds
1500,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1501,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1502,Port Lincoln,AU,-34.7333,135.8667,56.86,56.86,71,34,19.35,scattered clouds
1503,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1504,Nioro,GM,13.35,-15.75,77.32,77.32,86,100,5.01,overcast clouds
1505,Naze,JP,28.3667,129.4833,86.92,86.92,72,91,4.32,overcast clouds
1506,Douentza,ML,14.9951,-2.9517,86.36,86.36,56,100,10.6,overcast clouds
1507,Arraial do Cabo,BR,-22.9661,-42.0278,67.86,67.86,75,10,15.48,clear sky
1508,Tefé,BR,-3.3542,-64.7114,78.48,78.48,60,47,1.52,scattered clouds
1509,Margate,GB,51.3813,1.3862,67.69,61.88,91,34,4.0,scattered clouds
1510,Rio Tuba,PH,8.5061,117.4317,83.77,83.77,73,99,7.36,overcast clouds
1511,Saskylakh,RU,71.9167,114.0833,45.14,45.14,61,100,8.55,overcast clouds
1512,Port Elizabeth,ZA,-33.918,25.5701,57.49,56.1,96,0,9.22,clear sky
1513,Saldanha,ZA,-33.0117,17.9442,55.45,55.45,89,100,13.49,light rain
1514,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
1515,Albany,US,42.6001,-73.9662,74.44,68.23,53,2,8.32,clear sky
1516,Urdoma,RU,61.7533,48.5442,57.56,57.56,74,100,8.43,overcast clouds
1517,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
1518,Novo Oriente,BR,-5.5344,-40.7742,73.67,73.67,49,7,0.92,clear sky
1519,Rača,RS,44.2271,20.9775,59.65,59.65,53,18,3.56,few clouds
1520,San Julián,MX,21.0167,-102.1667,67.44,67.44,57,100,4.97,overcast clouds
1521,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1522,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1523,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1524,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
1525,Bilibino,RU,68.0546,166.4372,63.97,63.97,67,98,5.39,overcast clouds
1526,Cuicatlan,MX,17.8,-96.9667,75.15,75.15,88,100,4.76,overcast clouds
1527,Beruwala,LK,6.4788,79.9828,78.8,78.8,90,16,7.67,few clouds
1528,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
1529,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
1530,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1531,Shenjiamen,CN,29.9576,122.298,83.62,83.62,83,100,15.12,overcast clouds
1532,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
1533,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1534,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
1535,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1537,San Patricio,US,28.017,-97.5169,92.12,85.84,76,100,6.62,overcast clouds
1538,Ottumwa,US,41.02,-92.4113,81.16,73.11,80,100,12.66,overcast clouds
1539,Carnarvon,AU,-24.8667,113.6333,63.54,63.54,30,0,19.89,clear sky
1540,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1541,Mithi,PK,24.7318,69.7981,83.73,83.73,82,100,11.45,overcast clouds
1542,Brae,GB,60.3964,-1.353,52.65,52.65,86,100,6.26,overcast clouds
1543,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1544,Castro,BR,-24.7911,-50.0119,45.16,45.16,95,0,4.07,clear sky
1547,Pisco,PE,-13.7,-76.2167,60.85,59.02,82,20,10.36,few clouds
1548,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1549,Khovd,MN,48.0056,91.6419,68.54,68.54,41,1,1.52,clear sky
1550,Hasaki,JP,35.7333,140.8333,91.29,88.2,74,20,24.07,few clouds
1551,Kaabong,UG,3.4836,34.1492,63.32,63.32,89,100,3.85,light rain
1552,Tegul'det,RU,57.3064,88.1667,54.63,54.63,65,74,6.82,broken clouds
1553,Mahébourg,MU,-20.4081,57.7,69.26,64.69,94,40,12.66,scattered clouds
1554,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
1555,Raudeberg,NO,61.9875,5.1352,56.07,53.96,90,100,7.4,light rain
1556,Saint Paul Harbor,US,57.79,-152.4072,58.51,58.51,88,100,6.91,overcast clouds
1558,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1559,Greeneville,US,36.1632,-82.831,73.74,71.38,94,100,0.0,overcast clouds
1560,Lewisporte,CA,49.2499,-55.0482,58.71,58.55,85,100,4.7,overcast clouds
1562,Caravelas,BR,-17.7125,-39.2481,72.84,72.84,69,12,10.74,few clouds
1563,Bethel,US,41.3712,-73.414,79.16,71.58,70,100,4.52,overcast clouds
1564,Walvis Bay,NA,-22.9575,14.5053,51.1,49.15,100,0,2.3,clear sky
1565,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
1566,Cape Town,ZA,-33.9258,18.4232,54.1,51.35,87,75,9.22,moderate rain
1567,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1568,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1569,Cape Town,ZA,-33.9258,18.4232,54.1,51.35,87,75,9.22,moderate rain
1570,Esfarāyen,IR,37.0765,57.5101,56.86,56.86,35,0,4.25,clear sky
1571,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
1573,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
1574,Albany,US,42.6001,-73.9662,74.44,68.23,53,2,8.32,clear sky
1575,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
1576,Bambous Virieux,MU,-20.3428,57.7575,69.22,64.65,94,40,12.66,light rain
1577,Chokurdakh,RU,70.6333,147.9167,53.47,53.47,56,73,7.56,broken clouds
1578,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1579,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
1580,Bosaso,SO,11.2842,49.1816,87.94,87.94,49,100,21.05,overcast clouds
1581,Zhangye,CN,38.9342,100.4517,84.65,84.65,47,23,0.56,few clouds
1583,Lorengau,PG,-2.0226,147.2712,82.35,82.35,76,100,4.76,light rain
1584,Anadyr,RU,64.75,177.4833,59.5,59.0,77,40,6.71,scattered clouds
1585,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1586,Inírida,CO,3.8653,-67.9239,72.93,72.93,96,55,0.85,broken clouds
1587,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
1588,Hasaki,JP,35.7333,140.8333,91.29,88.2,74,20,24.07,few clouds
1589,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
1590,Oistins,BB,13.0667,-59.5333,80.69,80.69,89,20,11.5,few clouds
1591,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
1592,Saedinenie,BG,42.2667,24.55,69.55,66.18,94,100,2.3,overcast clouds
1593,Lebu,CL,-37.6167,-73.65,49.66,49.66,92,100,7.78,overcast clouds
1594,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1595,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1596,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
1597,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
1598,Kristinestad,FI,62.2743,21.376,60.69,60.69,79,86,2.15,overcast clouds
1599,Ponta do Sol,PT,32.6667,-17.1,70.72,67.12,75,20,0.92,few clouds
1600,Fureidis,IL,32.5986,34.9558,74.12,73.15,75,0,3.91,clear sky
1601,Province of Mantua,IT,45.1667,10.7833,76.15,66.34,83,100,1.01,overcast clouds
1603,Mossamedes,AO,-15.1961,12.1522,60.19,60.19,92,26,3.89,scattered clouds
1604,Hilo,US,19.7297,-155.09,89.28,79.61,74,75,12.66,broken clouds
1605,Baruun-Urt,MN,46.6806,113.2792,66.13,66.13,61,94,8.03,overcast clouds
1606,Chiautla,MX,19.5333,-98.8833,71.37,61.88,68,87,7.92,overcast clouds
1607,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1608,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1609,Kamal,ID,-7.1678,112.7192,80.49,80.49,71,61,3.15,broken clouds
1610,Vacaria,BR,-28.5122,-50.9339,46.67,46.67,99,0,5.86,clear sky
1612,Lebu,CL,-37.6167,-73.65,49.66,49.66,92,100,7.78,overcast clouds
1613,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1614,Soanierana Ivongo,MG,-16.9167,49.5833,66.83,66.83,85,8,8.14,clear sky
1615,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
1616,Longyearbyen,SJ,78.2186,15.6401,46.24,46.24,71,75,9.22,broken clouds
1617,Itaituba,BR,-4.2761,-55.9836,79.18,79.18,48,100,1.07,overcast clouds
1618,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
1619,Bathsheba,BB,13.2167,-59.5167,81.21,81.21,89,20,11.5,few clouds
1620,Cape Town,ZA,-33.9258,18.4232,54.1,51.35,87,75,9.22,moderate rain
1621,Saint-Pierre,RE,-21.3393,55.4781,67.91,61.18,66,0,6.91,clear sky
1622,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
1623,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1624,Nanortalik,GL,60.1432,-45.2371,43.63,43.63,91,28,7.16,scattered clouds
1625,Aleppo Governorate,SY,36.25,37.5,74.59,74.59,79,0,17.36,clear sky
1626,Freeport,US,40.6576,-73.5832,82.47,73.98,75,0,13.8,clear sky
1627,Parsons,US,37.3403,-95.2611,93.07,84.97,34,19,11.03,few clouds
1628,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1629,Albany,US,42.6001,-73.9662,74.44,68.23,53,2,8.32,clear sky
1630,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1631,Adré,TD,13.4667,22.2,72.81,72.81,89,100,2.21,overcast clouds
1632,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
1633,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1635,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
1637,Makakilo City,US,21.3469,-158.0858,86.32,81.99,53,40,18.41,scattered clouds
1638,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1639,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
1640,Cabo San Lucas,MX,22.8909,-109.9124,92.61,88.18,48,20,11.5,few clouds
1641,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1642,Paracuru,BR,-3.41,-39.0306,80.11,80.11,85,94,11.83,overcast clouds
1643,Kholtoson,RU,50.2981,103.3097,57.51,57.51,79,93,0.94,overcast clouds
1644,Nekā,IR,36.6508,53.299,74.26,74.26,75,0,5.73,clear sky
1645,Hithadhoo,MV,-0.6,73.0833,82.22,82.22,73,40,9.71,scattered clouds
1646,Pinega,RU,64.7001,43.3936,57.43,57.43,96,91,9.06,overcast clouds
1647,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1648,La Ronge,CA,55.1001,-105.2842,84.45,84.42,37,20,9.22,few clouds
1649,Ponferrada,ES,42.5466,-6.5962,75.0,65.28,71,0,1.45,clear sky
1650,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1651,Aswān,EG,24.0934,32.907,90.7,90.7,22,0,8.05,clear sky
1652,Villaviciosa,ES,43.4813,-5.4357,69.4,62.17,93,15,5.01,few clouds
1654,Chapais,CA,49.7834,-74.8492,49.78,49.78,97,100,8.1,overcast clouds
1655,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
1656,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1657,Paamiut,GL,61.994,-49.6678,42.67,42.67,92,0,2.89,clear sky
1658,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
1659,Zambezi,ZM,-13.5432,23.1047,54.79,54.79,43,6,5.03,clear sky
1661,Saint Anthony,US,45.0205,-93.218,78.8,73.0,51,0,9.22,clear sky
1663,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1664,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
1665,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
1666,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1667,Buala,SB,-8.145,159.5921,83.52,83.52,71,80,3.76,light rain
1668,Vardø,NO,70.3705,31.1107,53.58,53.58,66,100,27.63,overcast clouds
1669,Pisco,PE,-13.7,-76.2167,60.85,59.02,82,20,10.36,few clouds
1670,Arrondissement de Mende,FR,44.6667,3.5,57.88,57.88,51,0,1.28,clear sky
1672,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
1673,Bambous Virieux,MU,-20.3428,57.7575,69.22,64.65,94,40,12.66,light rain
1674,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1675,Prince Rupert,CA,54.3161,-130.3201,64.49,58.69,78,0,10.36,clear sky
1676,Los Llanos de Aridane,ES,28.6585,-17.9182,69.55,67.12,91,0,14.97,clear sky
1677,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1678,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1679,Camalú,MX,30.85,-116.0667,79.3,79.3,67,96,8.37,overcast clouds
1680,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
1681,Bambous Virieux,MU,-20.3428,57.7575,69.22,64.65,94,40,12.66,light rain
1682,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1683,Butaritari,KI,3.0707,172.7902,82.09,82.09,75,27,13.2,scattered clouds
1684,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
1685,Russell,US,32.3502,-85.1999,78.91,74.12,89,20,4.61,few clouds
1686,Severo-Kuril'sk,RU,50.6789,156.125,57.24,57.24,95,100,10.89,overcast clouds
1687,Butaritari,KI,3.0707,172.7902,82.09,82.09,75,27,13.2,scattered clouds
1688,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1689,Saskylakh,RU,71.9167,114.0833,45.14,45.14,61,100,8.55,overcast clouds
1690,Avarua,CK,-21.2078,-159.775,77.05,77.05,78,100,12.66,overcast clouds
1691,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1692,Rybnaya Sloboda,RU,55.4613,50.1409,57.34,57.34,71,97,2.46,overcast clouds
1693,Kruisfontein,ZA,-34.0033,24.7314,53.89,53.89,88,100,6.26,overcast clouds
1694,La Tuque,CA,47.4334,-72.7824,55.31,55.31,74,36,8.95,scattered clouds
1696,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
1697,Vrangel',RU,42.7297,133.0839,72.75,72.75,71,4,9.46,clear sky
1698,Faanui,PF,-16.4833,-151.75,79.14,79.14,71,5,14.36,clear sky
1699,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1701,Moyale,KE,3.5167,39.0584,65.3,65.3,68,100,14.65,overcast clouds
1702,Bubaque,GW,11.2833,-15.8333,80.06,80.06,80,100,14.74,light rain
1703,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
1704,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1706,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1709,Jamestown,US,42.097,-79.2353,71.19,64.94,64,0,6.91,clear sky
1710,Pokhara,NP,28.2333,83.9833,73.02,73.02,78,6,3.02,clear sky
1711,Nanzhang,CN,31.7765,111.8386,90.64,90.64,59,22,3.0,few clouds
1712,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1713,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1714,Faanui,PF,-16.4833,-151.75,79.14,79.14,71,5,14.36,clear sky
1715,Kavieng,PG,-2.5744,150.7967,83.32,83.32,71,100,12.28,light rain
1716,Auxerre,FR,47.8,3.5667,62.64,62.64,43,11,4.41,few clouds
